id,cate_id,food_name,alias_name,english_name,edible_part,water,energy,protein,fat,cholesterol,ash,carbohydrate,dietary_fiber,carotene,shihuangchun,vitamin_a,vitamin_e,thiamin,riboflavin,niacin,vitamin_c,calcium,phosphorus,potassium,sodium,magnesium,iron,zinc,selenium,copper,manganese,iodine,sfa,mufa,pufa,fatty_acids_total
1194,,红景天饮料,,,,,138kJ,0g,0g,0mg,,8g,0g,0μg,92μg,0μg,0mg,0mg,0mg,0mg,0mg,1mg,84mg,1mg,10mg,3mg,0mg,0mg,0μg,0mg,0mg,,,,,
1195,,啤酒(均值),,,,,67kJ,0g,0g,0mg,,4g,0g,0μg,96μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1196,,北京啤酒,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1197,,北京特制啤酒(6度),,,,,71kJ,0g,0g,0mg,,4g,0g,0μg,96μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1198,,楚天啤酒(2.6度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1199,,酒泉啤酒,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1200,,麦饭石啤酒,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1201,,美雪啤酒,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1202,,秦海啤酒,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1203,,清爽型啤酒(6度),,,,,59kJ,0g,0g,0mg,,3g,0g,0μg,97μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1204,,特制啤酒(5度),,,,,63kJ,0g,0g,0mg,,3g,0g,0μg,96μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1205,,维生素C啤酒,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1206,,武汉啤酒(3.2度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1207,,五星啤酒,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1208,,行吟阁啤酒(3.2度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1209,,葡萄酒(均值),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1210,,白葡萄酒(均值),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1211,,红葡萄酒(均值),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1212,,玫瑰香葡萄酒(15度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1213,,黄酒(均值),,,,,46kJ,2g,0g,0mg,,1g,0g,0μg,97μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1214,,贡米佳酿(14度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1215,,加饭黄酒,,,,,1674kJ,2g,0g,0mg,,98g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1216,,江米酒,,,,,1674kJ,2g,0g,0mg,,98g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1217,,糯香酒(6.4度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1218,,善酿酒,,,,,1674kJ,2g,0g,0mg,,98g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1219,,绍兴黄酒(15度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1220,,元红黄酒,,,,,1674kJ,1g,0g,0mg,,99g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1221,,碧绿酒,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1222,,崇明老白酒,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1223,,低度汉酒(37.2度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1224,,二锅头(58度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1225,,甘州大曲,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1226,,汉口白酒(49.6度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1227,,汉口小麦酒(40.7度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1228,,黄鹤楼酒(39度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1229,,精制小麦酒,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1230,,景泰大曲,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1231,,景泰二曲,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1232,,酒泉酒,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1233,,凉洲曲酒,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1234,,宁河大曲,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1235,,宁河二曲,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1236,,曲酒(55度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1237,,三粮小麦(55度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1238,,丝路春酒,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1239,,特制汉酒(59.9度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1240,,特制三粮酒(56.2度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1241,,乌林春酒(青稞酒),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1242,,五酿春(44.4度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1243,,小麦酒(48度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1244,,小麦酒(50度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1245,,燕岭春(57度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1246,,醉流霞(57度),,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1247,,蜜酒,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1248,,双喜沙棘酒,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1249,,香雪酒,,,,,1674kJ,2g,0g,0mg,,98g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1250,,中华沙棘酒,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1251,,白砂糖,,,,,1674kJ,0g,0g,0mg,,100g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,20mg,8mg,5mg,0mg,3mg,1mg,0mg,0μg,0mg,0mg,,,,,
1252,,绵白糖,,,,,1657kJ,0g,0g,0mg,,99g,0g,0μg,1μg,0μg,0mg,0mg,0mg,0mg,0mg,6mg,3mg,2mg,2mg,2mg,0mg,0mg,0μg,0mg,0mg,,,,,
1253,,冰糖,,,,,1661kJ,0g,0g,0mg,,99g,0g,0μg,1μg,0μg,0mg,0mg,0mg,0mg,0mg,23mg,0mg,1mg,3mg,2mg,1mg,0mg,0μg,0mg,0mg,,,,,
1254,,红糖,,,,,1628kJ,1g,0g,0mg,,97g,0g,1μg,2μg,0μg,0mg,0mg,0mg,0mg,0mg,157mg,11mg,240mg,18mg,54mg,2mg,0mg,4μg,0mg,0mg,,,,,
1255,,麦芽糖,,,,,1385kJ,0g,0g,0mg,,82g,0g,5μg,13μg,0μg,0mg,0mg,0mg,2mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1256,,蜂蜜,,,,,1343kJ,0g,2g,0mg,,76g,0g,0μg,22μg,0μg,0mg,0mg,0mg,0mg,3mg,4mg,3mg,28mg,0mg,2mg,1mg,0mg,0μg,0mg,0mg,,,,,
1257,,花生牛轧糖,,,,,1807kJ,5g,12g,0mg,,75g,0g,1μg,6μg,0μg,11mg,0mg,0mg,0mg,0mg,29mg,123mg,73mg,168mg,17mg,4mg,2mg,0μg,0mg,0mg,,,,,
1258,,胶姆糖,,,,,1540kJ,0g,0g,0mg,,92g,0g,0μg,8μg,0μg,0mg,0mg,0mg,0mg,0mg,22mg,5mg,4mg,0mg,7mg,0mg,0mg,0μg,0mg,0mg,,,,,
1259,,马蹄软糖,,,,,1502kJ,0g,0g,0mg,,90g,0g,0μg,10μg,0μg,0mg,0mg,0mg,0mg,0mg,26mg,4mg,2mg,0mg,4mg,1mg,1mg,0μg,0mg,0mg,,,,,
1260,,棉花糖,,,,,1343kJ,5g,0g,0mg,,75g,0g,0μg,20μg,0μg,0mg,0mg,0mg,0mg,0mg,19mg,4mg,2mg,95mg,3mg,0mg,0mg,0μg,0mg,0mg,,,,,
1261,,奶糖,,,,,1703kJ,2g,7g,0mg,,84g,0g,1μg,6μg,0μg,0mg,0mg,0mg,1mg,0mg,50mg,26mg,75mg,222mg,20mg,3mg,0mg,1μg,0mg,0mg,,,,,
1262,,泡泡糖,,,,,1506kJ,0g,0g,0mg,,90g,0g,0μg,10μg,0μg,0mg,0mg,0mg,0mg,0mg,6mg,4mg,0mg,21mg,3mg,0mg,0mg,0μg,0mg,0mg,,,,,
1263,,巧克力,,,,,2452kJ,4g,40g,0mg,,52g,2g,1μg,1μg,0μg,2mg,0mg,0mg,1mg,0mg,111mg,114mg,254mg,112mg,56mg,2mg,1mg,1μg,0mg,1mg,,,,,
1264,,巧克力(酒芯),,,,,1674kJ,1g,12g,0mg,,72g,0g,1μg,14μg,0μg,3mg,0mg,0mg,0mg,0mg,128mg,55mg,76mg,36mg,88mg,2mg,0mg,1μg,1mg,0mg,,,,,
1265,,巧克力(维夫)[朱古力威化],,,,,2393kJ,8g,38g,0mg,,48g,1g,2μg,2μg,0μg,12mg,0mg,0mg,0mg,0mg,61mg,128mg,292mg,111mg,69mg,6mg,1mg,0μg,0mg,1mg,,,,,
1266,,山楂球,,,,,1544kJ,0g,0g,0mg,,92g,1g,0μg,7μg,0μg,0mg,0mg,0mg,1mg,0mg,58mg,10mg,88mg,160mg,20mg,2mg,0mg,0μg,0mg,0mg,,,,,
1267,,什锦糖果,,,,,1669kJ,0g,0g,0mg,,99g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,8mg,3mg,14mg,180mg,3mg,2mg,4mg,0μg,0mg,0mg,,,,,
1268,,水晶糖,,,,,1653kJ,0g,0g,0mg,,98g,0g,0μg,1μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,5mg,9mg,108mg,13mg,3mg,1mg,0μg,0mg,0mg,,,,,
1269,,酥糖,,,,,1824kJ,6g,14g,0mg,,72g,4g,1μg,3μg,0μg,5mg,0mg,0mg,4mg,0mg,186mg,135mg,148mg,45mg,62mg,6mg,2mg,1μg,0mg,0mg,,,,,
1270,,酸三色糖,,,,,1661kJ,0g,0g,0mg,,98g,0g,0μg,1μg,0μg,0mg,0mg,0mg,0mg,0mg,10mg,2mg,11mg,155mg,9mg,2mg,0mg,0μg,0mg,0mg,,,,,
1271,,鲜桃果汁糖,,,,,1661kJ,0g,0g,0mg,,99g,0g,1μg,0μg,32μg,0mg,0mg,0mg,2mg,0mg,14mg,3mg,20mg,172mg,11mg,2mg,0mg,1μg,0mg,0mg,,,,,
1272,,芝麻南糖,,,,,2251kJ,5g,36g,0mg,,50g,5g,1μg,4μg,0μg,4mg,0mg,0mg,2mg,0mg,0mg,167mg,148mg,34mg,127mg,10mg,10mg,1μg,1mg,1mg,,,,,
1273,,海棠脯,,,,,1197kJ,1g,0g,0mg,,70g,2g,1μg,26μg,10μg,1mg,0mg,0mg,0mg,0mg,19mg,10mg,144mg,200mg,12mg,3mg,0mg,0μg,0mg,0mg,,,,,
1274,,李广杏脯,,,,,1188kJ,3g,0g,0mg,,68g,5g,1μg,24μg,80μg,0mg,0mg,0mg,2mg,8mg,397mg,26mg,409mg,146mg,49mg,12mg,3mg,7μg,6mg,0mg,,,,,
1275,,南瓜果脯,,,,,1406kJ,1g,0g,0mg,,83g,1g,0μg,15μg,0μg,0mg,0mg,0mg,0mg,7mg,176mg,15mg,5mg,16mg,15mg,0mg,0mg,8μg,10mg,0mg,,,,,
1276,,苹果脯,,,,,1410kJ,1g,0g,0mg,,83g,2g,0μg,14μg,12μg,0mg,0mg,0mg,0mg,0mg,9mg,12mg,67mg,13mg,5mg,2mg,0mg,0μg,0mg,0mg,,,,,
1277,,青梅果脯,,,,,1289kJ,1g,1g,0mg,,74g,3g,1μg,20μg,2μg,1mg,0mg,0mg,0mg,4mg,106mg,12mg,23mg,223mg,11mg,4mg,0mg,0μg,0mg,0mg,,,,,
1278,,桃脯,,,,,1297kJ,1g,0g,0mg,,75g,2g,1μg,19μg,8μg,6mg,0mg,0mg,1mg,6mg,96mg,32mg,286mg,243mg,29mg,10mg,0mg,1μg,0mg,0mg,,,,,
1279,,西瓜脯,,,,,1284kJ,1g,0g,0mg,,76g,2g,3μg,19μg,3μg,0mg,0mg,0mg,0mg,13mg,253mg,21mg,1040mg,529mg,57mg,11mg,2mg,4μg,0mg,0mg,,,,,
1280,,杏脯,,,,,1377kJ,1g,1g,0mg,,80g,2g,1μg,15μg,157μg,1mg,0mg,0mg,1mg,6mg,68mg,22mg,266mg,213mg,12mg,5mg,1mg,2μg,0mg,0mg,,,,,
1281,,金糕,,,,,741kJ,0g,0g,0mg,,43g,1g,0μg,55μg,3μg,0mg,0mg,0mg,0mg,4mg,49mg,9mg,93mg,34mg,7mg,2mg,0mg,0μg,0mg,0mg,,,,,
1282,,金糕条[山楂条],,,,,1255kJ,1g,1g,0mg,,73g,2g,2μg,23μg,10μg,5mg,0mg,0mg,0mg,10mg,42mg,18mg,302mg,192mg,13mg,6mg,0mg,2μg,0mg,0mg,,,,,
1283,,山楂果丹皮,,,,,1343kJ,1g,1g,0mg,,77g,3g,2μg,17μg,25μg,2mg,0mg,0mg,1mg,3mg,52mg,41mg,312mg,116mg,66mg,12mg,1mg,1μg,1mg,0mg,,,,,
1284,,牛油,,,,,3494kJ,0g,92g,153mg,,2g,0g,0μg,6μg,54μg,0mg,0mg,0mg,0mg,0mg,9mg,9mg,3mg,9mg,1mg,3mg,1mg,0μg,0mg,0mg,,,,,
1285,,牛油(炼),,,,,3757kJ,0g,100g,135mg,,0g,0g,0μg,0μg,89μg,5mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1286,,鸭油(炼),,,,,3753kJ,0g,100g,83mg,,0g,0g,0μg,0μg,71μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1287,,羊油,,,,,3448kJ,0g,88g,110mg,,8g,0g,0μg,4μg,33μg,1mg,0mg,0mg,0mg,0mg,0mg,18mg,12mg,13mg,1mg,1mg,0mg,0μg,0mg,0mg,,,,,
1288,,羊油(炼),,,,,3745kJ,0g,99g,107mg,,1g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1289,,猪油(板油),,,,,3460kJ,0g,89g,110mg,,7g,0g,0μg,4μg,89μg,22mg,0mg,0mg,0mg,0mg,0mg,10mg,14mg,138mg,1mg,2mg,1mg,0μg,0mg,1mg,,,,,
1290,,猪油(炼),,,,,3753kJ,0g,100g,93mg,,0g,0g,0μg,0μg,27μg,5mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1291,,菜籽油[青油],,,,,3761kJ,0g,100g,0mg,,0g,0g,0μg,0μg,0μg,61mg,0mg,0mg,0mg,0mg,9mg,9mg,2mg,7mg,3mg,4mg,1mg,0μg,0mg,0mg,,,,,
1292,,茶油,,,,,3761kJ,0g,100g,0mg,,0g,0g,0μg,0μg,0μg,28mg,0mg,0mg,0mg,0mg,5mg,8mg,2mg,1mg,2mg,1mg,0mg,0μg,0mg,1mg,,,,,
1293,,大麻油,,,,,3761kJ,0g,100g,0mg,,0g,0g,0μg,0μg,0μg,9mg,0mg,0mg,0mg,0mg,15mg,6mg,3mg,2mg,4mg,3mg,0mg,0μg,0mg,0mg,,,,,
1294,,豆油,,,,,3761kJ,0g,100g,0mg,,0g,0g,0μg,0μg,0μg,93mg,0mg,0mg,0mg,0mg,13mg,7mg,3mg,5mg,3mg,2mg,1mg,0μg,0mg,0mg,,,,,
1295,,红花油,,,,,3761kJ,0g,100g,0mg,,0g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1296,,胡麻油,,,,,3766kJ,0g,100g,0mg,,0g,0g,0μg,0μg,0μg,390mg,0mg,0mg,0mg,0mg,3mg,5mg,0mg,1mg,1mg,0mg,0mg,0μg,0mg,0mg,,,,,
1297,,花生油,,,,,3761kJ,0g,100g,0mg,,0g,0g,0μg,0μg,0μg,42mg,0mg,0mg,0mg,0mg,12mg,15mg,1mg,4mg,2mg,3mg,0mg,0μg,0mg,0mg,,,,,
1299,,葵花籽油,,,,,3761kJ,0g,100g,0mg,,0g,0g,0μg,0μg,0μg,55mg,0mg,0mg,0mg,0mg,2mg,4mg,1mg,3mg,4mg,1mg,0mg,0μg,0mg,0mg,,,,,
1300,,辣椒油,,,,,3766kJ,0g,100g,0mg,,0g,0g,0μg,0μg,38μg,87mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1301,,麻子籽,,,,,1427kJ,22g,28g,0mg,,0g,38g,6μg,6μg,0μg,108mg,0mg,0mg,3mg,0mg,407mg,631mg,447mg,13mg,421mg,18mg,6mg,0μg,1mg,5mg,,,,,
1302,,麦芽油,,,,,3761kJ,0g,100g,0mg,,0g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1303,,棉籽油,,,,,3761kJ,0g,100g,0mg,,0g,0g,0μg,0μg,0μg,86mg,0mg,0mg,0mg,0mg,17mg,16mg,1mg,4mg,1mg,2mg,1mg,0μg,0mg,0mg,,,,,
1304,,色拉油,,,,,3757kJ,0g,100g,64mg,,0g,0g,0μg,0μg,0μg,24mg,0mg,0mg,0mg,0mg,18mg,1mg,3mg,5mg,1mg,2mg,0mg,0μg,0mg,0mg,,,,,
1305,,椰子油,,,,,3761kJ,0g,100g,0mg,,0g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1306,,玉米油,,,,,3745kJ,0g,99g,0mg,,0g,0g,0μg,0μg,0μg,51mg,0mg,0mg,0mg,0mg,1mg,18mg,2mg,1mg,3mg,1mg,0mg,0μg,0mg,0mg,,,,,
1307,,芝麻油[香油],,,,,3757kJ,0g,100g,0mg,,0g,0g,0μg,0μg,0μg,69mg,0mg,0mg,0mg,0mg,9mg,4mg,0mg,1mg,3mg,2mg,0mg,0μg,0mg,1mg,,,,,
1308,,棕榈油,,,,,3766kJ,0g,100g,0mg,,0g,0g,0μg,0μg,18μg,15mg,0mg,0mg,0mg,0mg,0mg,8mg,0mg,1mg,0mg,3mg,0mg,0μg,0mg,0mg,,,,,
1309,,橄榄油,,,,,3761kJ,0g,100g,0mg,,0g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
1310,,酱油(均值),,,,,264kJ,6g,0g,0mg,,10g,0g,17μg,67μg,0μg,0mg,0mg,0mg,2mg,0mg,66mg,204mg,337mg,5757mg,156mg,9mg,1mg,1μg,0mg,1mg,,,,,
1311,,酱油(高级),,,,,297kJ,8g,0g,0mg,,9g,0g,15μg,68μg,0μg,0mg,0mg,0mg,2mg,0mg,30mg,38mg,430mg,4056mg,130mg,3mg,1mg,5μg,0mg,1mg,,,,,
1312,,酱油(一级),,,,,276kJ,8g,1g,0mg,,7g,0g,19μg,65μg,0μg,0mg,0mg,0mg,2mg,0mg,27mg,173mg,848mg,4861mg,130mg,7mg,2mg,4μg,0mg,1mg,,,,,
1313,,酱油(三级),,,,,167kJ,7g,0g,0mg,,2g,0g,16μg,74μg,0μg,0mg,0mg,0mg,0mg,0mg,14mg,19mg,200mg,1903mg,0mg,2mg,0mg,9μg,0mg,1mg,,,,,
