mufa,pufa,fat,vitamin_a,zinc,id,edible_part,carotene,vitamin_c,magnesium,selenium,iodine,thiamin,fatty_acids_total,potassium,dietary_fiber,alias_name,energy,niacin,calcium,cate_id,protein,riboflavin,sodium,copper,water,carbohydrate,vitamin_e,phosphorus,iron,food_name,english_name,cholesterol,ash,retinol,manganese,sfa
"""22.9%""","""61.3%""","""8.2g""","""22μg""","""1mg""","""1545""","""100%""","""130.0μg""","""0mg""","""75mg""","""2μg""","""""","""0.03mg""","""99.3%""","""84mg""","""1g""","""""","""570kJ""","""1.00mg""","""61mg""","""120""","""11g""","""0.04mg""","""2460.0mg""","""0.16mg""","""68.3g""","""4.8g""","""8mg""","""74mg""","""4mg""","""腐乳(白)[酱豆腐]""","""""","""0mg""","""7.8g""","""68μg""","""1mg""","""15.1%"""
"""22.1%""","""63.1%""","""8g""","""20μg""","""1mg""","""1546""","""100%""","""120.0μg""","""0mg""","""90mg""","""0.50μg""","""""","""0.02mg""","""100.9%""","""96mg""","""1g""","""""","""556kJ""","""1mg""","""75mg""","""120""","""12g""","""0.09mg""","""2012.0mg""","""0.16mg""","""66.4g""","""3.9g""","""9mg""","""126mg""","""7mg""","""腐乳(臭)[臭豆腐]""","""""","""0mg""","""10.2g""","""66μg""","""1mg""","""15.7%"""
"""22.9%""","""61.3%""","""8.1g""","""15μg""","""2mg""","""1547""","""100%""","""90.0μg""","""0mg""","""78mg""","""7μg""","""""","""0.02mg""","""99.3%""","""81mg""","""1g""","""""","""643kJ""","""0.50mg""","""87mg""","""120""","""12.0g""","""0.21mg""","""3091.0mg""","""0.20mg""","""61.2g""","""8.2g""","""7mg""","""171mg""","""12mg""","""腐乳(红)[酱豆腐]""","""""","""0mg""","""10.5g""","""61μg""","""1.16mg""","""15.1%"""
"""—""","""—""","""11.6g""","""0.0μg""","""—""","""1548""","""100%""","""—""","""0.0mg""","""—""","""—""","""—""","""—""","""—""","""—""","""""","""""","""664kJ""","""—""","""91mg""","""120""","""13.1g""","""—""","""2020.0mg""","""—""","""67.8g""","""0.7g""","""—""","""—""","""4.0mg""","""腐乳(香辣味)""","""""","""—""","""6.8g""","""""","""—""","""—"""
"""—""","""—""","""11.6g""","""0.0μg""","""—""","""1549""","""100%""","""—""","""0.0mg""","""—""","""—""","""—""","""—""","""—""","""—""","""""","""""","""648kJ""","""—""","""100mg""","""120""","""12.3g""","""—""","""2080.0mg""","""—""","""69.2g""","""0.6g""","""—""","""—""","""5.1mg""","""腐乳[酱豆腐](白，王致和牌)""","""""","""—""","""6.3g""","""""","""—""","""—"""
"""—""","""—""","""0.2g""","""0μg""","""1.27mg""","""1550""","""100%""","""14μg""","""17.0mg""","""44mg""","""0μg""","""""","""0.04mg""","""—""","""508mg""","""3g""","""""","""312kJ""","""1mg""","""53mg""","""121""","""3.3g""","""0.09mg""","""4203.0mg""","""0.25mg""","""67.7g""","""14.6g""","""0mg""","""65mg""","""3.4mg""","""萝卜干""","""""","""0mg""","""14.2g""","""68μg""","""1mg""","""—"""
"""—""","""—""","""0.3g""","""82μg""","""1mg""","""1551""","""100%""","""490.0μg""","""2.0mg""","""54mg""","""2μg""","""""","""0.03mg""","""—""","""363mg""","""2g""","""""","""159kJ""","""0.50mg""","""155mg""","""121""","""2.2g""","""0.06mg""","""4253mg""","""0.14mg""","""75.0g""","""6.5g""","""0mg""","""41mg""","""4mg""","""榨菜""","""""","""0mg""","""16.0g""","""75μg""","""0.35mg""","""—"""
"""—""","""—""","""0.3g""","""53μg""","""2mg""","""1552""","""100%""","""320.0μg""","""0mg""","""9mg""","""9μg""","""""","""0mg""","""—""","""13mg""","""2g""","""""","""128kJ""","""2mg""","""115mg""","""121""","""2.5g""","""0.05mg""","""991mg""","""6mg""","""89.9g""","""4.4g""","""0mg""","""33mg""","""4.5mg""","""蕨菜(腌)""","""""","""0mg""","""2.9g""","""90μg""","""0.12mg""","""—"""
"""—""","""—""","""0.2g""","""8μg""","""1mg""","""1553""","""100%""","""50.0μg""","""4.0mg""","""40mg""","""1μg""","""""","""0.05mg""","""—""","""369mg""","""2g""","""""","""140kJ""","""1mg""","""294mg""","""121""","""2.4g""","""0.07mg""","""3304.2mg""","""1mg""","""77.1g""","""5.4g""","""0mg""","""36mg""","""6mg""","""腌雪里红""","""""","""0mg""","""14.9g""","""77μg""","""0.46mg""","""—"""
"""10.5%""","""62.8%""","""0.5g""","""0.0μg""","""1.29mg""","""1554""","""100%""","""1232.0μg""","""—""","""9mg""","""0.20μg""","""15.8μg""","""Tr""","""100.2%""","""211mg""","""5.90g""","""""","""173kJ""","""1.01mg""","""9mg""","""121""","""1.4g""","""0.07mg""","""2443.2mg""","""0.08mg""","""75.2g""","""10.8g""","""—""","""34mg""","""1.7mg""","""剁辣椒""","""""","""—""","""12.1g""","""""","""0.28mg""","""26.9%"""
"""—""","""—""","""6.1g""","""0.0μg""","""—""","""1555""","""100%""","""—""","""Tr""","""—""","""—""","""—""","""—""","""—""","""—""","""""","""""","""555kJ""","""—""","""68mg""","""121""","""5.6g""","""—""","""2620.0mg""","""—""","""68.9g""","""13.8g""","""—""","""—""","""2.4mg""","""酱八宝菜""","""""","""—""","""5.6g""","""""","""—""","""—"""
"""—""","""—""","""0.6g""","""0.0μg""","""—""","""1556""","""100%""","""—""","""Tr""","""—""","""—""","""—""","""—""","""—""","""—""","""""","""""","""291kJ""","""—""","""63mg""","""121""","""3.1g""","""—""","""3280.0mg""","""—""","""76.1g""","""12.7g""","""—""","""—""","""3.5mg""","""麻仁金丝""","""""","""—""","""7.5g""","""""","""—""","""—"""
"""—""","""—""","""0.2g""","""0.0μg""","""0.14mg""","""1557""","""100%""","""—""","""Tr""","""7mg""","""0.30μg""","""Tr""","""0.04mg""","""—""","""11mg""","""4.20g""","""""","""281kJ""","""1.65mg""","""—""","""121""","""7.0g""","""0.20mg""","""—""","""0.01mg""","""59.4g""","""11.3g""","""0.00mg""","""171mg""","""1.1mg""","""腌大头菜""","""""","""—""","""22.1g""","""""","""0.07mg""","""—"""
"""—""","""—""","""0.1g""","""0.0μg""","""0.63mg""","""1558""","""100%""","""—""","""Tr""","""4mg""","""0.60μg""","""Tr""","""0.02mg""","""—""","""—""","""3.30g""","""""","""110kJ""","""0.43mg""","""—""","""121""","""2.4g""","""0.03mg""","""—""","""0.01mg""","""68.7g""","""5.6g""","""0.00mg""","""43mg""","""2.3mg""","""腌芥菜头""","""""","""—""","""23.2g""","""""","""0.04mg""","""—"""
"""—""","""—""","""0.6g""","""28μg""","""0mg""","""1559""","""100%""","""17μg""","""Tr""","""22mg""","""3μg""","""—""","""0mg""","""—""","""94mg""","""1g""","""""","""133kJ""","""1mg""","""76mg""","""121""","""2.8g""","""0mg""","""5184mg""","""0mg""","""80.0g""","""3.7g""","""0mg""","""31mg""","""6.6mg""","""腌韭菜花""","""""","""0mg""","""12.9g""","""79μg""","""0mg""","""—"""
"""—""","""—""","""0.3g""","""0.0μg""","""0.60mg""","""1560""","""100%""","""—""","""—""","""—""","""Tr""","""Tr""","""Tr""","""—""","""—""","""5.70g""","""""","""230kJ""","""0.12mg""","""—""","""121""","""0.6g""","""0.01mg""","""—""","""0.01mg""","""78.7g""","""15.3g""","""0.00mg""","""—""","""2.0mg""","""腌萝卜条""","""""","""—""","""5.1g""","""""","""0.02mg""","""—"""
"""—""","""—""","""2.0g""","""0.0μg""","""—""","""1561""","""100%""","""63.0μg""","""—""","""6mg""","""0.70μg""","""—""","""0.01mg""","""—""","""49mg""","""""","""""","""186kJ""","""0.21mg""","""46mg""","""121""","""1.8g""","""0.03mg""","""1677.7mg""","""0.10mg""","""85.2g""","""4.8g""","""0.00mg""","""26mg""","""2.1mg""","""榨菜(鱼泉牌)""","""""","""—""","""6.2g""","""""","""0.13mg""","""—"""
"""—""","""—""","""0.1g""","""0.0μg""","""0.39mg""","""1562""","""100%""","""—""","""—""","""5mg""","""0.70μg""","""—""","""0.01mg""","""—""","""82mg""","""3.30g""","""""","""69kJ""","""0.15mg""","""47mg""","""121""","""1.5g""","""0.02mg""","""2461.7mg""","""0.03mg""","""87.2g""","""4.1g""","""0.00mg""","""22mg""","""2.1mg""","""榨菜(正林牌)""","""""","""—""","""7.1g""","""""","""0.22mg""","""—"""
"""—""","""—""","""2.2g""","""10μg""","""1.23mg""","""1563""","""100%""","""60.0μg""","""0mg""","""128mg""","""8μg""","""""","""0.09mg""","""—""","""154mg""","""2g""","""""","""1552kJ""","""2mg""","""2mg""","""122""","""10g""","""0.06mg""","""5mg""","""0.32mg""","""10.2g""","""76.9g""","""0mg""","""172mg""","""9.1mg""","""胡椒粉""","""""","""0mg""","""1.1g""","""10μg""","""1mg""","""—"""
"""—""","""—""","""8.0g""","""0μg""","""3mg""","""1564""","""100%""","""5μg""","""0mg""","""88mg""","""6μg""","""""","""0mg""","""—""","""1138mg""","""5g""","""""","""1559kJ""","""2mg""","""181mg""","""122""","""1.0g""","""0.03mg""","""27.2mg""","""1.25mg""","""12.4g""","""73.3g""","""10mg""","""66mg""","""34.4mg""","""五香粉""","""""","""0mg""","""5.3g""","""12μg""","""0mg""","""—"""
"""—""","""—""","""0g""","""0μg""","""0.24mg""","""1565""","""100%""","""100μg""","""0mg""","""2mg""","""1.00μg""","""""","""0mg""","""—""","""14mg""","""0g""","""""","""0kJ""","""0mg""","""22mg""","""123""","""0g""","""0mg""","""39311.0mg""","""0.14mg""","""0.1g""","""0.0g""","""0mg""","""0mg""","""1.0mg""","""精盐""","""""","""0mg""","""99.9g""","""0μg""","""0.29mg""","""—"""
"""—""","""—""","""0.2g""","""0μg""","""0.31mg""","""1566""","""100%""","""33μg""","""0mg""","""7mg""","""1.00μg""","""""","""0.08mg""","""—""","""4mg""","""0g""","""""","""1140kJ""","""0.30mg""","""100mg""","""123""","""40.1g""","""0.00mg""","""8160.0mg""","""0.12mg""","""0.2g""","""26.5g""","""0mg""","""4mg""","""1.2mg""","""味精""","""""","""0mg""","""33.0g""","""0μg""","""1mg""","""—"""
"""49.3%""","""18.1%""","""2.8g""","""Tr""","""0.61mg""","""1567""","""100%""","""—""","""—""","""2mg""","""1.70μg""","""766.5μg""","""0.09mg""","""100.7%""","""88mg""","""0.70g""","""""","""832kJ""","""0.56mg""","""8mg""","""123""","""10.7g""","""0.05mg""","""18864.4mg""","""0.14mg""","""2.4g""","""32.5g""","""0.00mg""","""66mg""","""1.0mg""","""鸡精""","""""","""5mg""","""51.6g""","""""","""0.16mg""","""33.3%"""
"""—""","""—""","""0g""","""0μg""","""3.08mg""","""1568""","""100%""","""2μg""","""0mg""","""54mg""","""3μg""","""""","""0.09mg""","""—""","""448mg""","""0g""","""""","""451kJ""","""4.30mg""","""9mg""","""123""","""3g""","""1mg""","""14mg""","""20.12mg""","""71.6g""","""24g""","""251mg""","""409mg""","""7.1mg""","""酵母(鲜)""","""""","""0mg""","""1.9g""","""72μg""","""1mg""","""—"""
"""—""","""—""","""2g""","""0μg""","""0mg""","""1569""","""100%""","""1μg""","""0.0mg""","""0mg""","""0μg""","""""","""7mg""","""—""","""0mg""","""8g""","""""","""1646kJ""","""45.20mg""","""106mg""","""123""","""48g""","""3.35mg""","""0mg""","""0mg""","""4.4g""","""45.5g""","""0mg""","""1893mg""","""18.2mg""","""酵母(干)""","""""","""0mg""","""0.8g""","""4μg""","""0mg""","""—"""
"""—""","""—""","""Tr""","""0.0μg""","""—""","""1570""","""100%""","""—""","""Tr""","""—""","""—""","""—""","""—""","""—""","""—""","""0.00g""","""商品名：料酒王""","""5kJ""","""—""","""14mg""","""123""","""0.3g""","""—""","""270.0mg""","""—""","""99.1g""","""Tr""","""—""","""—""","""0.1mg""","""料酒""","""""","""—""","""0.7g""","""""","""—""","""—"""
"""—""","""—""","""3.0g""","""0μg""","""2.37mg""","""1572""","""100%""","""10μg""","""0mg""","""202mg""","""5μg""","""""","""0.02mg""","""—""","""715mg""","""6g""","""""","""1196kJ""","""1mg""","""29mg""","""119""","""24.1g""","""0.09mg""","""264mg""","""1.04mg""","""22.7g""","""39.7g""","""41mg""","""43mg""","""4mg""","""五香豆豉""","""""","""0mg""","""10.5g""","""23μg""","""3.17mg""","""—"""
"""—""","""—""","""8.6g""","""Tr""","""—""","""1573""","""100%""","""—""","""—""","""—""","""—""","""—""","""0.04mg""","""—""","""—""","""""","""""","""939kJ""","""1.55mg""","""—""","""126""","""7.4g""","""0.07mg""","""—""","""—""","""53.6g""","""29.1g""","""—""","""—""","""—""","""包子(三鲜馅)""","""""","""—""","""1.3g""","""""","""—""","""—"""
"""—""","""—""","""14g""","""0μg""","""2.43mg""","""1574""","""100%""","""3μg""","""0mg""","""40mg""","""9μg""","""""","""0.26mg""","""—""","""508mg""","""1g""","""""","""1770kJ""","""2mg""","""59mg""","""127""","""13g""","""0.17mg""","""110mg""","""1.30mg""","""9.2g""","""61.7g""","""8mg""","""157mg""","""2.3mg""","""酥香兰花豆""","""""","""0mg""","""2.7g""","""9μg""","""1mg""","""—"""
"""46.4%""","""16.7%""","""26.7g""","""72.0μg""","""3.43mg""","""1575""","""80%""","""—""","""0.0mg""","""13mg""","""9.20μg""","""28.3μg""","""0.03mg""","""100.0%""","""226mg""","""""","""商品名：无锡酱排骨。""","""1520kJ""","""2.51mg""","""10mg""","""63""","""21.7g""","""0.12mg""","""825.5mg""","""0.07mg""","""39.0g""","""9.6g""","""0.60mg""","""103mg""","""2.4mg""","""酱排骨""","""""","""19mg""","""3.0g""","""""","""0.03mg""","""36.9%"""
"""—""","""—""","""0.1g""","""0.0μg""","""0.03mg""","""1576""","""100%""","""—""","""32.0mg""","""10mg""","""0.10μg""","""0.1μg""","""0.06mg""","""—""","""175mg""","""0.20g""","""""","""187kJ""","""0.21mg""","""3mg""","""101""","""0.7g""","""0.02mg""","""1.6mg""","""0.03mg""","""88.6g""","""10.2g""","""—""","""20mg""","""0.1mg""","""橙汁饮料(光明牌)""","""""","""—""","""0.4g""","""""","""0.00mg""","""—"""
"""—""","""—""","""0.0g""","""0.0μg""","""0.05mg""","""1577""","""100%""","""1088.0μg""","""59.0mg""","""1mg""","""Tr""","""Tr""","""Tr""","""—""","""4mg""","""""","""""","""201kJ""","""—""","""2mg""","""101""","""Tr""","""—""","""0.8mg""","""0.00mg""","""88.2g""","""11.8g""","""—""","""0mg""","""0.1mg""","""橙汁饮料(三得利牌)""","""""","""—""","""Tr""","""""","""0.00mg""","""—"""
"""—""","""—""","""1.2g""","""0.0μg""","""0.01mg""","""1578""","""56%""","""—""","""—""","""3mg""","""—""","""—""","""0.00mg""","""—""","""31mg""","""5.30g""","""""","""1389kJ""","""2.25mg""","""12mg""","""59""","""4.5g""","""0.32mg""","""0.1mg""","""0.05mg""","""15.0g""","""77.4g""","""—""","""114mg""","""0.0mg""","""荔枝(干)""","""""","""—""","""1.9g""","""""","""0.06mg""","""—"""
"""—""","""—""","""0.3g""","""""","""""","""1579""","""100%""","""""","""37.0mg""","""64mg""","""""","""""","""0.13mg""","""—""","""559mg""","""""","""""","""188kJ""","""1.30mg""","""208mg""","""52""","""4.7g""","""0.55mg""","""8.0mg""","""""","""87.7g""","""5.7g""","""—""","""83mg""","""4.8mg""","""黄麻叶(鲜)""","""""","""0mg""","""1.6g""","""""","""""","""—"""
"""—""","""—""","""12.2g""","""0.0μg""","""2.90mg""","""1580""","""100%""","""690.0μg""","""2.0mg""","""220mg""","""—""","""—""","""0.41mg""","""—""","""1700mg""","""36.90g""","""""","""1416kJ""","""7.00mg""","""540mg""","""122""","""13.0g""","""0.25mg""","""40.0mg""","""0.80mg""","""5.7g""","""63.3g""","""—""","""400mg""","""28.5mg""","""咖喱粉""","""""","""—""","""5.8g""","""""","""—""","""—"""
"""38.8%""","""19.3%""","""0.3g""","""0.0μg""","""0.66mg""","""1581""","""100%""","""—""","""—""","""44mg""","""1.90μg""","""2.9μg""","""0.03mg""","""99.9%""","""454mg""","""""","""商品名：金标老抽。""","""550kJ""","""1.68mg""","""27mg""","""117""","""7.9g""","""0.08mg""","""6910.4mg""","""0.40mg""","""51.5g""","""23.8g""","""0.00mg""","""175mg""","""6.1mg""","""老抽""","""""","""—""","""16.5g""","""""","""0.57mg""","""41.8%"""
"""41.3%""","""29.1%""","""55.1g""","""776.0μg""","""7mg""","""1582""","""100%""","""3μg""","""0mg""","""22mg""","""28μg""","""""","""0mg""","""100.3%""","""103mg""","""0g""","""""","""2694kJ""","""0mg""","""266mg""","""80""","""32g""","""0.25mg""","""90mg""","""0.10mg""","""4.6g""","""5.3g""","""14mg""","""905mg""","""11mg""","""鸡蛋黄粉""","""""","""2850mg""","""3.4g""","""5μg""","""0.05mg""","""29.9%"""
"""—""","""—""","""9g""","""23μg""","""2mg""","""1583""","""100%""","""140.0μg""","""0mg""","""111mg""","""2.00μg""","""""","""0.12mg""","""—""","""204mg""","""29g""","""""","""1574kJ""","""2mg""","""639mg""","""122""","""7g""","""0.43mg""","""47.4mg""","""1.02mg""","""11.0g""","""66.5g""","""2mg""","""69mg""","""8.4mg""","""花椒""","""""","""0mg""","""6.9g""","""11μg""","""3.33mg""","""—"""
"""9.1%""","""49.2%""","""8.8g""","""—""","""1.00mg""","""1584""","""100%""","""99.0μg""","""—""","""132mg""","""2.70μg""","""10.1μg""","""0.08mg""","""99.7%""","""2013mg""","""55.10g""","""""","""1292kJ""","""26.32mg""","""81mg""","""106""","""17.1g""","""0.11mg""","""2.2mg""","""1.32mg""","""0.7g""","""68.9g""","""—""","""204mg""","""4.2mg""","""咖啡豆""","""""","""—""","""4.5g""","""""","""1.59mg""","""41.4%"""
"""0.0%""","""0.2%""","""0.5g""","""0.0μg""","""0.35mg""","""1585""","""100%""","""—""","""0.0mg""","""327mg""","""12.60μg""","""—""","""0.01mg""","""0.3%""","""3535mg""","""0.00g""","""""","""1508kJ""","""28.17mg""","""141mg""","""106""","""12.2g""","""0.07mg""","""37.0mg""","""0.14mg""","""3.1g""","""75.4g""","""—""","""303mg""","""4.4mg""","""咖啡粉""","""""","""0mg""","""8.8g""","""""","""1.71mg""","""0.1%"""
"""31.7%""","""6.0%""","""2.4g""","""Tr""","""0.62mg""","""1586""","""100%""","""—""","""—""","""4mg""","""9.30μg""","""16.3μg""","""0.04mg""","""100.1%""","""136mg""","""""","""""","""677kJ""","""0.47mg""","""13mg""","""84""","""10.1g""","""0.05mg""","""383.3mg""","""0.06mg""","""61.2g""","""24.5g""","""0.00mg""","""92mg""","""1.0mg""","""鱼排""","""""","""24mg""","""1.8g""","""""","""0.09mg""","""62.4%"""
"""—""","""—""","""0g""","""0μg""","""0.74mg""","""1587""","""100%""","""0μg""","""0mg""","""1mg""","""0μg""","""""","""0.02mg""","""—""","""5mg""","""0g""","""""","""1674kJ""","""0.30mg""","""1mg""","""110""","""0g""","""0.03mg""","""7.6mg""","""0.01mg""","""57.3g""","""100g""","""0mg""","""14mg""","""0.3mg""","""崇明老白酒""","""""","""0mg""","""0.1g""","""0μg""","""0.02mg""","""—"""
"""—""","""—""","""0g""","""0μg""","""0mg""","""1588""","""100%""","""0μg""","""0mg""","""1mg""","""0μg""","""""","""0mg""","""—""","""0mg""","""0g""","""""","""1674kJ""","""0mg""","""0mg""","""110""","""0g""","""0mg""","""0mg""","""0.08mg""","""69.2g""","""100g""","""0mg""","""0mg""","""0mg""","""低度汉酒(37.2度)""","""""","""0mg""","""""","""0μg""","""0mg""","""—"""
"""—""","""—""","""0g""","""0μg""","""0.13mg""","""1589""","""100%""","""0μg""","""0mg""","""1mg""","""0μg""","""""","""0mg""","""—""","""0mg""","""0g""","""""","""1674kJ""","""0mg""","""0mg""","""110""","""0g""","""0mg""","""0mg""","""0.02mg""","""55.4g""","""100g""","""0mg""","""2mg""","""0mg""","""甘州大曲""","""""","""0mg""","""""","""0μg""","""0.01mg""","""—"""
"""—""","""—""","""0g""","""0μg""","""0mg""","""1590""","""100%""","""0μg""","""0mg""","""0mg""","""0μg""","""""","""0mg""","""—""","""0mg""","""0g""","""""","""1674kJ""","""0mg""","""2mg""","""110""","""0g""","""0mg""","""0.1mg""","""0mg""","""57.9g""","""100g""","""0mg""","""0mg""","""0mg""","""汉口白酒(49.6度)""","""""","""0mg""","""""","""0μg""","""0mg""","""—"""
"""—""","""—""","""0g""","""0μg""","""0mg""","""1591""","""100%""","""0μg""","""0mg""","""2mg""","""0μg""","""""","""0mg""","""—""","""0mg""","""0g""","""""","""1674kJ""","""0mg""","""0mg""","""110""","""0g""","""0mg""","""0.7mg""","""0.08mg""","""66.1g""","""100g""","""0mg""","""0mg""","""0mg""","""汉口小麦酒(40.7度)""","""""","""0mg""","""""","""0μg""","""0mg""","""—"""
"""—""","""—""","""0g""","""0μg""","""0.01mg""","""1592""","""100%""","""0μg""","""0mg""","""0mg""","""0μg""","""""","""0mg""","""—""","""0mg""","""0g""","""""","""1674kJ""","""0mg""","""0mg""","""110""","""0g""","""0mg""","""0mg""","""0.11mg""","""67.6g""","""100g""","""0mg""","""0mg""","""0mg""","""黄鹤楼酒(39度)""","""""","""0mg""","""""","""0μg""","""0mg""","""—"""
"""—""","""—""","""0g""","""0μg""","""0mg""","""1593""","""100%""","""0μg""","""0mg""","""0mg""","""0μg""","""""","""0mg""","""—""","""0mg""","""0g""","""""","""1674kJ""","""0mg""","""0mg""","""110""","""0g""","""0mg""","""0.8mg""","""0.03mg""","""66.0g""","""100g""","""0mg""","""0mg""","""0mg""","""精制小麦酒""","""""","""0mg""","""""","""0μg""","""0mg""","""—"""
"""—""","""—""","""0g""","""0μg""","""0mg""","""1594""","""100%""","""0μg""","""0mg""","""0mg""","""0μg""","""""","""0mg""","""—""","""0mg""","""0g""","""""","""1674kJ""","""0mg""","""0mg""","""110""","""0g""","""0mg""","""0mg""","""0mg""","""56.6g""","""100g""","""0mg""","""0mg""","""0mg""","""景泰大曲""","""""","""0mg""","""""","""0μg""","""0mg""","""—"""
